       236         
    0.0000    0.0000    1.0000
    0.0000    0.0157    1.0000
    0.0000    0.0314    1.0000
    0.0000    0.0471    1.0000
    0.0000    0.0627    1.0000
    0.0000    0.0784    1.0000
    0.0000    0.0941    1.0000
    0.0000    0.1098    1.0000
    0.0000    0.1255    1.0000
    0.0000    0.1412    1.0000
    0.0000    0.1569    1.0000
    0.0000    0.1725    1.0000
    0.0000    0.1882    1.0000
    0.0000    0.2039    1.0000
    0.0000    0.2196    1.0000
    0.0000    0.2353    1.0000
    0.0000    0.2510    1.0000
    0.0000    0.2667    1.0000
    0.0000    0.2824    1.0000
    0.0000    0.2980    1.0000
    0.0000    0.3137    1.0000
    0.0000    0.3294    1.0000
    0.0000    0.3451    1.0000
    0.0000    0.3608    1.0000
    0.0000    0.3765    1.0000
    0.0000    0.3922    1.0000
    0.0000    0.4078    1.0000
    0.0000    0.4235    1.0000
    0.0000    0.4392    1.0000
    0.0000    0.4549    1.0000
    0.0000    0.4706    1.0000
    0.0000    0.4863    1.0000
    0.0000    0.5020    1.0000
    0.0000    0.5176    1.0000
    0.0000    0.5333    1.0000
    0.0000    0.5490    1.0000
    0.0000    0.5647    1.0000
    0.0000    0.5804    1.0000
    0.0000    0.5961    1.0000
    0.0000    0.6118    1.0000
    0.0000    0.6275    1.0000
    0.0000    0.6431    1.0000
    0.0000    0.6588    1.0000
    0.0000    0.6745    1.0000
    0.0000    0.6902    1.0000
    0.0000    0.7059    1.0000
    0.0000    0.7216    1.0000
    0.0000    0.7373    1.0000
    0.0000    0.7529    1.0000
    0.0000    0.7686    1.0000
    0.0000    0.7843    1.0000
    0.0000    0.8000    1.0000
    0.0000    0.8157    1.0000
    0.0000    0.8314    1.0000
    0.0000    0.8471    1.0000
    0.0000    0.8627    1.0000
    0.0000    0.8784    1.0000
    0.0000    0.8941    1.0000
    0.0000    0.9098    1.0000
    0.0000    0.9255    1.0000
    0.0000    0.9412    1.0000
    0.0000    0.9569    1.0000
    0.0000    0.9725    1.0000
    0.0000    0.9882    1.0000
    0.0000    1.0000    0.9961
    0.0000    1.0000    0.9804
    0.0000    1.0000    0.9647
    0.0000    1.0000    0.9490
    0.0000    1.0000    0.9333
    0.0000    1.0000    0.9176
    0.0000    1.0000    0.9020
    0.0000    1.0000    0.8863
    0.0000    1.0000    0.8706
